                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                0.93675,                0.78454,                 1.1168,                0.74323,                0.77236,                0.83577,                0.66583,                0.81236,                0.61948,                 1.0166,                 0.0937,                 0.0007,                 0.0007
